product_id;code_public;name_full
41571;32630.25;"ROKA Díl se šroubením Ø 250 mm s izolací 25 mm"
41572;36630.15;"ROKA Díl se šroubením Ø 150 mm s izolací 50 mm"
41573;36630.16;"ROKA Díl se šroubením Ø 160 mm s izolací 50 mm"
41574;36630.18;"ROKA Díl se šroubením Ø 180 mm s izolací 50 mm"
41575;36630.2;"ROKA Díl se šroubením Ø 200 mm s izolací 50 mm"
41576;36630.23;"ROKA Díl se šroubením Ø 230 mm s izolací 50 mm"
41577;36630.25;"ROKA Díl se šroubením Ø 250 mm s izolací 50 mm"
41480;32500.15;"ROKA Nerezový třívrstvý komínový koncový díl Ø 150 mm s izolací 25 mm"
41481;32500.16;"ROKA Nerezový třívrstvý komínový koncový díl Ø 160 mm s izolací 25 mm"
41482;32500.18;"ROKA Nerezový třívrstvý komínový koncový díl Ø 180 mm s izolací 25 mm"
41483;32500.2;"ROKA Nerezový třívrstvý komínový koncový díl Ø 200 mm s izolací 25 mm"
41484;32500.23;"ROKA Nerezový třívrstvý komínový koncový díl Ø 230 mm s izolací 25 mm"
41485;32500.25;"ROKA Nerezový třívrstvý komínový koncový díl Ø 250 mm s izolací 25 mm"
41486;36500.15;"ROKA Nerezový třívrstvý komínový koncový díl Ø 150 mm s izolací 50 mm"
41487;36500.16;"ROKA Nerezový třívrstvý komínový koncový díl Ø 160 mm s izolací 50 mm"
41488;36500.18;"ROKA Nerezový třívrstvý komínový koncový díl Ø 180 mm s izolací 50 mm"
41489;36500.2;"ROKA Nerezový třívrstvý komínový koncový díl Ø 200 mm s izolací 50 mm"
41490;36500.23;"ROKA Nerezový třívrstvý komínový koncový díl Ø 230 mm s izolací 50 mm"
41491;36500.25;"ROKA Nerezový třívrstvý komínový koncový díl Ø 250 mm s izolací 50 mm"
41261;32290.15;"ROKA Nerezové třívrstvé koleno 90° Ø 150 mm s tloušťkou izolace 25 mm"
41262;32290.16;"ROKA Nerezové třívrstvé koleno 90° Ø 160 mm s tloušťkou izolace 25 mm"
41263;32290.18;"ROKA Nerezové třívrstvé koleno 90° Ø 180 mm s tloušťkou izolace 25 mm"
41264;32290.2;"ROKA Nerezové třívrstvé koleno 90° Ø 200 mm s tloušťkou izolace 25 mm"
41265;32290.23;"ROKA Nerezové třívrstvé koleno 90° Ø 230 mm s tloušťkou izolace 25 mm"
41266;32290.25;"ROKA Nerezové třívrstvé koleno 90° Ø 250 mm s tloušťkou izolace 25 mm"
41267;36290.15;"ROKA Nerezové třívrstvé koleno 90° Ø 150 mm s tloušťkou izolace 50 mm"
41268;36290.16;"ROKA Nerezové třívrstvé koleno 90° Ø 160 mm s tloušťkou izolace 50 mm"
41269;36290.18;"ROKA Nerezové třívrstvé koleno 90° Ø 180 mm s tloušťkou izolace 50 mm"
41270;36290.2;"ROKA Nerezové třívrstvé koleno 90° Ø 200 mm s tloušťkou izolace 50 mm"
41271;36290.23;"ROKA Nerezové třívrstvé koleno 90° Ø 230 mm s tloušťkou izolace 50 mm"
41272;36290.25;"ROKA Nerezové třívrstvé koleno 90° Ø 250 mm s tloušťkou izolace 50 mm"
41177;32230.15;"ROKA Nerezové třívrstvé koleno 15° Ø 150 mm s tloušťkou izolace 25 mm"
41178;32230.16;"ROKA Nerezové třívrstvé koleno 15° Ø 160 mm s tloušťkou izolace 25 mm"
41179;32230.18;"ROKA Nerezové třívrstvé koleno 15° Ø 180 mm s tloušťkou izolace 25 mm"
41180;32230.2;"ROKA Nerezové třívrstvé koleno 15° Ø 200 mm s tloušťkou izolace 25 mm"
41181;32230.23;"ROKA Nerezové třívrstvé koleno 15° Ø 230 mm s tloušťkou izolace 25 mm"
41182;32230.25;"ROKA Nerezové třívrstvé koleno 15° Ø 250 mm s tloušťkou izolace 25 mm"
41183;36230.15;"ROKA Nerezové třívrstvé koleno 15° Ø 150 mm s tloušťkou izolace 50 mm"
41184;36230.16;"ROKA Nerezové třívrstvé koleno 15° Ø 160 mm s tloušťkou izolace 50 mm"
41185;36230.18;"ROKA Nerezové třívrstvé koleno 15° Ø 180 mm s tloušťkou izolace 50 mm"
41186;36230.2;"ROKA Nerezové třívrstvé koleno 15° Ø 200 mm s tloušťkou izolace 50 mm"
41187;36230.23;"ROKA Nerezové třívrstvé koleno 15° Ø 230 mm s tloušťkou izolace 50 mm"
41188;36230.25;"ROKA Nerezové třívrstvé koleno 15° Ø 250 mm s tloušťkou izolace 50 mm"
41189;32240.15;"ROKA Nerezové třívrstvé koleno 30° Ø 150 mm s tloušťkou izolace 25 mm"
41190;32240.16;"ROKA Nerezové třívrstvé koleno 30° Ø 160 mm s tloušťkou izolace 25 mm"
41191;32240.18;"ROKA Nerezové třívrstvé koleno 30° Ø 180 mm s tloušťkou izolace 25 mm"
41192;32240.2;"ROKA Nerezové třívrstvé koleno 30° Ø 200 mm s tloušťkou izolace 25 mm"
41193;32240.23;"ROKA Nerezové třívrstvé koleno 30° Ø 230 mm s tloušťkou izolace 25 mm"
41194;32240.25;"ROKA Nerezové třívrstvé koleno 30° Ø 250 mm s tloušťkou izolace 25 mm"
41195;36240.15;"ROKA Nerezové třívrstvé koleno 30° Ø 150 mm s tloušťkou izolace 50 mm"
41196;36240.16;"ROKA Nerezové třívrstvé koleno 30° Ø 160 mm s tloušťkou izolace 50 mm"
41197;36240.18;"ROKA Nerezové třívrstvé koleno 30° Ø 180 mm s tloušťkou izolace 50 mm"
41198;36240.2;"ROKA Nerezové třívrstvé koleno 30° Ø 200 mm s tloušťkou izolace 50 mm"
41199;36240.23;"ROKA Nerezové třívrstvé koleno 30° Ø 230 mm s tloušťkou izolace 50 mm"
41200;36240.25;"ROKA Nerezové třívrstvé koleno 30° Ø 250 mm s tloušťkou izolace 50 mm"
41201;32250.15;"ROKA Nerezové třívrstvé koleno 45° Ø 150 mm s tloušťkou izolace 25 mm"
41202;32250.16;"ROKA Nerezové třívrstvé koleno 45° Ø 160 mm s tloušťkou izolace 25 mm"
41203;32250.18;"ROKA Nerezové třívrstvé koleno 45° Ø 180 mm s tloušťkou izolace 25 mm"
41204;32250.2;"ROKA Nerezové třívrstvé koleno 45° Ø 200 mm s tloušťkou izolace 25 mm"
41205;32250.23;"ROKA Nerezové třívrstvé koleno 45° Ø 230 mm s tloušťkou izolace 25 mm"
41206;32250.25;"ROKA Nerezové třívrstvé koleno 45° Ø 250 mm s tloušťkou izolace 25 mm"
41207;36250.15;"ROKA Nerezové třívrstvé koleno 45° Ø 150 mm s tloušťkou izolace 50 mm"
41208;36250.16;"ROKA Nerezové třívrstvé koleno 45° Ø 160 mm s tloušťkou izolace 50 mm"
41209;36250.18;"ROKA Nerezové třívrstvé koleno 45° Ø 180 mm s tloušťkou izolace 50 mm"
41210;36250.2;"ROKA Nerezové třívrstvé koleno 45° Ø 200 mm s tloušťkou izolace 50 mm"
41211;36250.23;"ROKA Nerezové třívrstvé koleno 45° Ø 230 mm s tloušťkou izolace 50 mm"
41212;36250.25;"ROKA Nerezové třívrstvé koleno 45° Ø 250 mm s tloušťkou izolace 50 mm"
41213;32260.15;"ROKA Nerezové třívrstvé koleno 60° Ø 150 mm s tloušťkou izolace 25 mm"
41214;32260.16;"ROKA Nerezové třívrstvé koleno 60° Ø 160 mm s tloušťkou izolace 25 mm"
41215;32260.18;"ROKA Nerezové třívrstvé koleno 60° Ø 180 mm s tloušťkou izolace 25 mm"
41216;32260.2;"ROKA Nerezové třívrstvé koleno 60° Ø 200 mm s tloušťkou izolace 25 mm"
41217;32260.23;"ROKA Nerezové třívrstvé koleno 60° Ø 230 mm s tloušťkou izolace 25 mm"
41218;32260.25;"ROKA Nerezové třívrstvé koleno 60° Ø 250 mm s tloušťkou izolace 25 mm"
41219;36260.15;"ROKA Nerezové třívrstvé koleno 60° Ø 150 mm s tloušťkou izolace 50 mm"
41220;36260.16;"ROKA Nerezové třívrstvé koleno 60° Ø 160 mm s tloušťkou izolace 50 mm"
41221;36260.18;"ROKA Nerezové třívrstvé koleno 60° Ø 180 mm s tloušťkou izolace 50 mm"
41222;36260.2;"ROKA Nerezové třívrstvé koleno 60° Ø 200 mm s tloušťkou izolace 50 mm"
41223;36260.23;"ROKA Nerezové třívrstvé koleno 60° Ø 230 mm s tloušťkou izolace 50 mm"
41224;36260.25;"ROKA Nerezové třívrstvé koleno 60° Ø 250 mm s tloušťkou izolace 50 mm"
41237;32280.15;"ROKA Nerezové třívrstvé koleno 87° Ø 150 mm s tloušťkou izolace 25 mm"
41238;32280.16;"ROKA Nerezové třívrstvé koleno 87° Ø 160 mm s tloušťkou izolace 25 mm"
41239;32280.18;"ROKA Nerezové třívrstvé koleno 87° Ø 180 mm s tloušťkou izolace 25 mm"
41240;32280.2;"ROKA Nerezové třívrstvé koleno 87° Ø 200 mm s tloušťkou izolace 25 mm"
41241;32280.23;"ROKA Nerezové třívrstvé koleno 87° Ø 230 mm s tloušťkou izolace 25 mm"
41242;32280.25;"ROKA Nerezové třívrstvé koleno 87° Ø 250 mm s tloušťkou izolace 25 mm"
41243;36280.15;"ROKA Nerezové třívrstvé koleno 87° Ø 150 mm s tloušťkou izolace 50 mm"
41244;36280.16;"ROKA Nerezové třívrstvé koleno 87° Ø 160 mm s tloušťkou izolace 50 mm"
41245;36280.18;"ROKA Nerezové třívrstvé koleno 87° Ø 180 mm s tloušťkou izolace 50 mm"
41246;36280.2;"ROKA Nerezové třívrstvé koleno 87° Ø 200 mm s tloušťkou izolace 50 mm"
41247;36280.23;"ROKA Nerezové třívrstvé koleno 87° Ø 230 mm s tloušťkou izolace 50 mm"
41248;36280.25;"ROKA Nerezové třívrstvé koleno 87° Ø 250 mm s tloušťkou izolace 50 mm"
41225;32261.15;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 150 mm s tloušťkou izolace 25 mm"
41226;32261.16;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 160 mm s tloušťkou izolace 25 mm"
41227;32261.18;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 180 mm s tloušťkou izolace 25 mm"
41228;32261.2;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 200 mm s tloušťkou izolace 25 mm"
41229;32261.23;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 230 mm s tloušťkou izolace 25 mm"
41230;32261.25;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 250 mm s tloušťkou izolace 25 mm"
41231;36261.15;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 150 mm s tloušťkou izolace 50 mm"
41232;36261.16;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 160 mm s tloušťkou izolace 50 mm"
41233;36261.18;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 180 mm s tloušťkou izolace 50 mm"
41234;36261.2;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 200 mm s tloušťkou izolace 50 mm"
41235;36261.23;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 230 mm s tloušťkou izolace 50 mm"
41236;36261.25;"ROKA Nerezové třívrstvé koleno s čistícím otvorem 60° Ø 250 mm s tloušťkou izolace 50 mm"
41250;32281.16;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 160 mm s tloušťkou izolace 25 mm"
38518;"ALPE E 01";"ROMOTOP Krbová kamna ALPERA E keramika"
41251;32281.18;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 180 mm s tloušťkou izolace 25 mm"
38519;"ALPE E 02";"ROMOTOP Krbová kamna ALPERA E kámen"
41252;32281.2;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 200 mm s tloušťkou izolace 25 mm"
38520;"ALPE E 03";"ROMOTOP Krbová kamna ALPERA E plech"
41253;32281.23;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 230 mm s tloušťkou izolace 25 mm"
38521;"ALPE F 01";"ROMOTOP Krbová kamna ALPERA F keramika"
41254;32281.25;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 250 mm s tloušťkou izolace 25 mm"
38522;"ALPE F 02";"ROMOTOP Krbová kamna ALPERA F kámen"
41255;36281.15;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 150 mm s tloušťkou izolace 50 mm"
38523;"ALPE F 03";"ROMOTOP Krbová kamna ALPERA F plech"
41256;36281.16;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 160 mm s tloušťkou izolace 50 mm"
38524;"ALPE G 01";"ROMOTOP Krbová kamna ALPERA G keramika"
41257;36281.18;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 180 mm s tloušťkou izolace 50 mm"
38525;"ALPE G 02";"ROMOTOP Krbová kamna ALPERA G kámen"
41258;36281.2;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 200 mm s tloušťkou izolace 50 mm"
38526;"ALPE G 03";"ROMOTOP Krbová kamna ALPERA G plech"
41259;36281.23;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 230 mm s tloušťkou izolace 50 mm"
41260;36281.25;"ROKA Nerezové třívrstvé koleno 87° s čistícím otvorem Ø 250 mm s tloušťkou izolace 50 mm"
41273;32291.15;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 150 mm s tloušťkou izolace 25 mm"
41274;32291.16;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 160 mm s tloušťkou izolace 25 mm"
41275;32291.18;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 180 mm s tloušťkou izolace 25 mm"
41276;32291.2;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 200 mm s tloušťkou izolace 25 mm"
41277;32291.23;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 230 mm s tloušťkou izolace 25 mm"
41278;32291.25;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 250 mm s tloušťkou izolace 25 mm"
38540;"EVORA 04 AKUM";"ROMOTOP Krbová kamna EVORA AKUM pískovec"
41279;36291.15;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 150 mm s tloušťkou izolace 50 mm"
41280;36291.16;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 160 mm s tloušťkou izolace 50 mm"
38542;"EVORA T 02";"ROMOTOP Krbová kamna EVORA T kámen"
41281;36291.18;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 180 mm s tloušťkou izolace 50 mm"
41282;36291.2;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 200 mm s tloušťkou izolace 50 mm"
38544;"EVORA T 07";"ROMOTOP Krbová kamna EVORA T pískovec"
41283;36291.23;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 230 mm s tloušťkou izolace 50 mm"
41284;36291.25;"ROKA Nerezové třívrstvé koleno 90° s čistícím otvorem Ø 250 mm s tloušťkou izolace 50 mm"
38546;"LAREDO 02";"ROMOTOP Krbová kamna LAREDO kámen"
41169;32215.15;"ROKA Nerezový třívrstvý sopouch 45° Ø 150 mm s tloušťkou izolace 25 mm"
41170;32215.16;"ROKA Nerezový třívrstvý sopouch 45° Ø 160 mm s tloušťkou izolace 25 mm"
38547;"LAREDO 03";"ROMOTOP Krbová kamna LAREDO plech"
41171;32215.18;"ROKA Nerezový třívrstvý sopouch 45° Ø 180 mm s tloušťkou izolace 25 mm"
41172;32215.2;"ROKA Nerezový třívrstvý sopouch 45° Ø 200 mm s tloušťkou izolace 25 mm"
38552;"LAREDO 04 A";"ROMOTOP Krbová kamna LAREDO AKUM pískovec"
41173;36215.15;"ROKA Nerezový třívrstvý sopouch 45° Ø 150 mm s tloušťkou izolace 50 mm"
38554;"LAREDO F 02";"ROMOTOP Krbová kamna LAREDO F kámen"
41174;36215.16;"ROKA Nerezový třívrstvý sopouch 45° Ø 160 mm s tloušťkou izolace 50 mm"
38555;"LAREDO F 03";"ROMOTOP Krbová kamna LAREDO F plech"
41175;36215.18;"ROKA Nerezový třívrstvý sopouch 45° Ø 180 mm s tloušťkou izolace 50 mm"
38556;"LAREDO T 01";"ROMOTOP Krbová kamna LAREDO T keramika"
41176;36215.2;"ROKA Nerezový třívrstvý sopouch 45° Ø 200 mm s tloušťkou izolace 50 mm"
38557;"LAREDO T 02";"ROMOTOP Krbová kamna LAREDO T kámen"
41157;32210.15;"ROKA Nerezový třívrstvý sopouch 60° Ø 150 mm s tloušťkou izolace 25 mm"
38558;"LAREDO T 03";"ROMOTOP Krbová kamna LAREDO T plech"
41158;32210.16;"ROKA Nerezový třívrstvý sopouch 60° Ø 160 mm s tloušťkou izolace 25 mm"
38559;"LAREDO T 04";"ROMOTOP Krbová kamna LAREDO T pískovec"
41159;32210.18;"ROKA Nerezový třívrstvý sopouch 60° Ø 180 mm s tloušťkou izolace 25 mm"
41160;32210.2;"ROKA Nerezový třívrstvý sopouch 60° Ø 200 mm s tloušťkou izolace 25 mm"
41161;32210.23;"ROKA Nerezový třívrstvý sopouch 60° Ø 230 mm s tloušťkou izolace 25 mm"
41162;32210.25;"ROKA Nerezový třívrstvý sopouch 60° Ø 250 mm s tloušťkou izolace 25 mm"
41163;36210.15;"ROKA Nerezový třívrstvý sopouch 60° Ø 150 mm s tloušťkou izolace 50 mm"
42229;3621.16;"ROKA Nerezový třívrstvý sopouch 60° Ø 160 mm s tloušťkou izolace 50 mm"
41165;36210.18;"ROKA Nerezový třívrstvý sopouch 60° Ø 180 mm s tloušťkou izolace 50 mm"
38575;"LUANCO N04";"ROMOTOP Krbová kamna LUANCO N pískovec"
41166;36210.2;"ROKA Nerezový třívrstvý sopouch 60° Ø 200 mm s tloušťkou izolace 50 mm"
38579;"LUANCO N 04 A";"ROMOTOP Krbová kamna LUANCO N AKUM pískovec"
41167;36210.23;"ROKA Nerezový třívrstvý sopouch 60° Ø 230 mm s tloušťkou izolace 50 mm"
41168;36210.25;"ROKA Nerezový třívrstvý sopouch 60° Ø 250 mm s tloušťkou izolace 50 mm"
41145;32198.15;"ROKA Nerezový třívrstvý sopouch 87° Ø 150 mm s tloušťkou izolace 25 mm"
38568;"LUGO N 01 BF";"ROMOTOP Krbová kamna LUGO N BF keramika"
41146;32198.16;"ROKA Nerezový třívrstvý sopouch 87° Ø 160 mm s tloušťkou izolace 25 mm"
41147;32198.18;"ROKA Nerezový třívrstvý sopouch 87° Ø 180 mm s tloušťkou izolace 25 mm"
41148;32198.2;"ROKA Nerezový třívrstvý sopouch 87° Ø 200 mm s tloušťkou izolace 25 mm"
38569;"LUGO N 02 BF";"ROMOTOP Krbová kamna LUGO N BF kámen"
41149;32198.23;"ROKA Nerezový třívrstvý sopouch 87° Ø 230 mm s tloušťkou izolace 25 mm"
41150;32198.25;"ROKA Nerezový třívrstvý sopouch 87° Ø 250 mm s tloušťkou izolace 25 mm"
41151;36198.15;"ROKA Nerezový třívrstvý sopouch 87° Ø 150 mm s tloušťkou izolace 50 mm"
41152;36198.16;"ROKA Nerezový třívrstvý sopouch 87° Ø 160 mm s tloušťkou izolace 50 mm"
38563;"LUGO N 04";"ROMOTOP Krbová kamna LUGO N pískovec"
41153;36198.18;"ROKA Nerezový třívrstvý sopouch 87° Ø 180 mm s tloušťkou izolace 50 mm"
38567;"LUGO N 04 AKUM";"ROMOTOP Krbová kamna LUGO N AKUM pískovec"
41154;36198.2;"ROKA Nerezový třívrstvý sopouch 87° Ø 200 mm s tloušťkou izolace 50 mm"
41155;36198.23;"ROKA Nerezový třívrstvý sopouch 87° Ø 230 mm s tloušťkou izolace 50 mm"
41156;36198.25;"ROKA Nerezový třívrstvý sopouch 87° Ø 250 mm s tloušťkou izolace 50 mm"
41133;32190.15;"ROKA Nerezový třívrstvý sopouch 90° Ø 150 mm s tloušťkou izolace 25 mm"
38592;"RIANO N 01";"ROMOTOP Krbová kamna RIANO N plech"
41134;32190.16;"ROKA Nerezový třívrstvý sopouch 90° Ø 160 mm s tloušťkou izolace 25 mm"
41135;32190.18;"ROKA Nerezový třívrstvý sopouch 90° Ø 180 mm s tloušťkou izolace 25 mm"
41136;32190.2;"ROKA Nerezový třívrstvý sopouch 90° Ø 200 mm s tloušťkou izolace 25 mm"
41137;32190.23;"ROKA Nerezový třívrstvý sopouch 90° Ø 230 mm s tloušťkou izolace 25 mm"
38601;"STROMBOLI N02";"ROMOTOP Krbová kamna STROMBOLI N keramika"
41138;32190.25;"ROKA Nerezový třívrstvý sopouch 90° Ø 250 mm s tloušťkou izolace 25 mm"
41139;36190.15;"ROKA Nerezový třívrstvý sopouch 90° Ø 150 mm s tloušťkou izolace 50 mm"
41140;36190.16;"ROKA Nerezový třívrstvý sopouch 90° Ø 160 mm s tloušťkou izolace 50 mm"
41141;36190.18;"ROKA Nerezový třívrstvý sopouch 90° Ø 180 mm s tloušťkou izolace 50 mm"
41142;36190.2;"ROKA Nerezový třívrstvý sopouch 90° Ø 200 mm s tloušťkou izolace 50 mm"
41143;36190.23;"ROKA Nerezový třívrstvý sopouch 90° Ø 230 mm s tloušťkou izolace 50 mm"
41144;36190.25;"ROKA Nerezový třívrstvý sopouch 90° Ø 250 mm s tloušťkou izolace 50 mm"
41544;32611.15;"ROKA Přechod RS 2200/RS 3200 Ø 150 mm s izolací 25 mm"
41545;32611.16;"ROKA Přechod RS 2200/RS 3200 Ø 160 mm s izolací 25 mm"
41546;32611.18;"ROKA Přechod RS 2200/RS 3200 Ø 180 mm s izolací 25 mm"
41547;32611.2;"ROKA Přechod RS 2200/RS 3200 Ø 200 mm s izolací 25 mm"
41714;0422017510000;"HAAS & SOHN Krbová kamna NORDBY – černá/Speckstein"
41548;32611.23;"ROKA Přechod RS 2200/RS 3200 Ø 230 mm s izolací 25 mm"
41549;32611.25;"ROKA Přechod RS 2200/RS 3200 Ø 250 mm s izolací 25 mm"
41715;0426617120000;"HAAS & SOHN Krbová kamna ORSTED – světle šedá/serpentino"
41550;36611.16;"ROKA Přechod RS 2200/RS 3200 Ø 160 mm s izolací 50 mm"
41551;36611.18;"ROKA Přechod RS 2200/RS 3200 Ø 180 mm s izolací 50 mm"
41552;36611.2;"ROKA Přechod RS 2200/RS 3200 Ø 200 mm s izolací 50 mm"
41553;36611.23;"ROKA Přechod RS 2200/RS 3200 Ø 230 mm s izolací 50 mm"
41554;36611.25;"ROKA Přechod RS 2200/RS 3200 Ø 250 mm s izolací 50 mm"
42227;31611.15;"ROKA Přechod RS 2100/RS 3100 Ø 150 mm s izolací 25 mm"
41807;0429515600000;"HAAS & SOHN Krbová kamna HERBORN II – černá"
41508;31580.21;"ROKA Zakrývací kužel Ø 210 mm"
41509;31580.23;"ROKA Zakrývací kužel Ø 230 mm"
41510;31580.25;"ROKA Zakrývací kužel Ø 250 mm"
41512;31580.28;"ROKA Zakrývací kužel Ø 280 mm"
41515;31580.35;"ROKA Zakrývací kužel Ø 350 mm"
41498;31570.2;"ROKA Zakrývací mezikruží Ø 200 mm"
41499;31570.21;"ROKA Zakrývací mezikruží Ø 210 mm"
41500;31570.23;"ROKA Zakrývací mezikruží Ø 230 mm"
41501;31570.25;"ROKA Zakrývací mezikruží Ø 250 mm"
41503;31570.28;"ROKA Zakrývací mezikruží Ø 280 mm"
41504;31570.3;"ROKA Zakrývací mezikruží Ø 300 mm"
41506;31570.35;"ROKA Zakrývací mezikruží Ø 350 mm"
41345;31390.2;"ROKA Nerezová protidešťová manžeta Ø 200 mm"
41346;31390.21;"ROKA Nerezová protidešťová manžeta Ø 210 mm"
41348;31390.25;"ROKA Nerezová protidešťová manžeta Ø 250 mm"
41350;31390.28;"ROKA Nerezová protidešťová manžeta Ø 280 mm"
41351;31390.3;"ROKA Nerezová protidešťová manžeta Ø 300 mm"
41353;31390.35;"ROKA Nerezová protidešťová manžeta Ø 350 mm"
41061;32070.15;"ROKA Dno s odvodem kondenzátu Ø 150 mm s izolací 25 mm"
41062;32070.16;"ROKA Dno s odvodem kondenzátu Ø 160 mm s izolací 25 mm"
41063;32070.18;"ROKA Dno s odvodem kondenzátu Ø 180 mm s izolací 25 mm"
41064;32070.2;"ROKA Dno s odvodem kondenzátu Ø 200 mm s izolací 25 mm"
41731;0434518040000;"HAAS & SOHN Krbová kamna ALMO II s výměníkem – antracit"
41065;32070.23;"ROKA Dno s odvodem kondenzátu Ø 230 mm s izolací 25 mm"
41066;32070.25;"ROKA Dno s odvodem kondenzátu Ø 250 mm s izolací 25 mm"
41067;36070.15;"ROKA Dno s odvodem kondenzátu Ø 150 mm s izolací 50 mm"
41068;36070.16;"ROKA Dno s odvodem kondenzátu Ø 160 mm s izolací 50 mm"
41069;36070.18;"ROKA Dno s odvodem kondenzátu Ø 180 mm s izolací 50 mm"
41070;36070.2;"ROKA Dno s odvodem kondenzátu Ø 200 mm s izolací 50 mm"
41071;36070.23;"ROKA Dno s odvodem kondenzátu Ø 230 mm s izolací 50 mm"
41072;36070.25;"ROKA Dno s odvodem kondenzátu Ø 250 mm s izolací 50 mm"
41073;32071.15;"ROKA Dno s odvodem kondenzátu do boku Ø 150 mm s izolací 25 mm"
41074;32071.16;"ROKA Dno s odvodem kondenzátu do boku Ø 160 mm s izolací 25 mm"
41075;32071.18;"ROKA Dno s odvodem kondenzátu do boku Ø 180 mm s izolací 25 mm"
41076;32071.2;"ROKA Dno s odvodem kondenzátu do boku Ø 200 mm s izolací 25 mm"
41077;32071.23;"ROKA Dno s odvodem kondenzátu do boku Ø 230 mm s izolací 25 mm"
41078;32071.25;"ROKA Dno s odvodem kondenzátu do boku Ø 250 mm s izolací 25 mm"
41080;36071.16;"ROKA Dno s odvodem kondenzátu do boku Ø 160 mm s izolací 50 mm"
41081;36071.18;"ROKA Dno s odvodem kondenzátu do boku Ø 180 mm s izolací 50 mm"
41688;0435016100000;"HAAS & SOHN Krbová kamna AVESTA – černá/Woodstone Prestige"
41082;36071.2;"ROKA Dno s odvodem kondenzátu do boku Ø 200 mm s izolací 50 mm"
41083;36071.23;"ROKA Dno s odvodem kondenzátu do boku Ø 230 mm s izolací 50 mm"
41084;36071.25;"ROKA Dno s odvodem kondenzátu do boku Ø 250 mm s izolací 50 mm"
41085;32072.15;"ROKA Dno s odvodem kruhové Ø 150 mm s izolací 25 mm"
42082;"SONE 01";"ROMOTOP Krbová kamna SONE 01 keramika s reliéfem"
41086;32072.16;"ROKA Dno s odvodem kruhové Ø 160 mm s izolací 25 mm"
42083;"SONE 01 A";"ROMOTOP Krbová kamna SONE 01 A keramika s reliéfem"
41087;32072.18;"ROKA Dno s odvodem kruhové Ø 180 mm s izolací 25 mm"
42084;"SONE 02";"ROMOTOP Krbová kamna SONE 02 kámen"
41088;32072.2;"ROKA Dno s odvodem kruhové Ø 200 mm s izolací 25 mm"
42085;"SONE 02 A";"ROMOTOP Krbová kamna SONE 02 A kámen"
41089;32072.23;"ROKA Dno s odvodem kruhové Ø 230 mm s izolací 25 mm"
42086;"SONE 03";"ROMOTOP Krbová kamna SONE 03 plech"
41090;32072.25;"ROKA Dno s odvodem kruhové Ø 250 mm s izolací 25 mm"
42087;"SONE 03 A";"ROMOTOP Krbová kamna SONE 03 A plech"
41091;36072.15;"ROKA Dno s odvodem kruhové Ø 150 mm s izolací 50 mm"
42088;"SONE 04";"ROMOTOP Krbová kamna SONE 04 pískovec"
41092;36072.16;"ROKA Dno s odvodem kruhové Ø 160 mm s izolací 50 mm"
42089;"SONE 04 A";"ROMOTOP Krbová kamna SONE 04 A pískovec"
41093;36072.18;"ROKA Dno s odvodem kruhové Ø 180 mm s izolací 50 mm"
42090;"SONE 05";"ROMOTOP Krbová kamna SONE 05 keramika"
41047;31050.2;"ROKA Konzola pro Ø 200 mm"
